City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,San Felipe,VE,10.3399,-68.7425,73.98,85,79,2.33,broken clouds
472,Seymchan,RU,62.8833,152.4333,40.08,56,95,4.68,overcast clouds
473,Katobu,ID,-4.9408,122.5276,86.9,54,95,7.36,overcast clouds
474,Forrest City,US,35.0081,-90.7898,67.86,56,0,8.3,clear sky
475,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.66,65,61,0.38,broken clouds
476,Novikovo,RU,51.1537,37.8879,48.54,84,99,14.81,overcast clouds
477,Kvitok,RU,56.0724,98.4813,37.33,84,92,6.04,overcast clouds
478,Storforshei,NO,66.4043,14.5233,48.65,86,100,6.51,overcast clouds
479,Imbituba,BR,-28.24,-48.6703,69.69,95,13,8.14,few clouds
480,Kintinku,TZ,-5.8833,35.2333,67.48,57,70,2.91,broken clouds
481,Bichena,ET,10.45,38.2,48.04,83,3,3.62,clear sky
482,Marica,BR,-22.9194,-42.8186,74.86,90,97,1.01,overcast clouds
483,Conakry,GN,9.538,-13.6773,72.36,79,100,6.53,light rain
484,Camopi,GF,3.1655,-52.3158,72.25,93,100,2.37,overcast clouds
485,Zhezkazgan,KZ,47.8043,67.7144,53.82,64,100,18.7,light rain
486,Erzin,TR,36.9559,36.2,59.52,30,47,2.82,scattered clouds
487,Pointe Michel,DM,15.25,-61.3833,82.94,73,29,8.57,scattered clouds
488,Namatanai,PG,-3.6667,152.4333,85.37,65,29,5.17,light rain
489,Anuradhapura,LK,8.3565,80.4173,79.65,81,100,18.61,overcast clouds
490,Shenzhen,CN,22.5455,114.0683,87.85,74,10,2.15,light rain
491,Zyryanka,RU,65.75,150.85,36.19,86,100,16.51,light rain
492,Mildura,AU,-34.2,142.15,73.08,28,88,9.22,overcast clouds
493,Pasighat,IN,28.0667,95.3333,82.72,73,71,1.99,broken clouds
494,Mangrol,IN,21.1167,70.1167,81.55,81,94,5.53,overcast clouds
495,Verkhnevilyuysk,RU,63.4453,120.3167,41.0,63,97,13.11,overcast clouds
496,Kannur,IN,11.8675,75.3576,79.2,83,100,7.4,light rain
497,Aktash,RU,50.3,87.7333,21.24,61,61,2.28,broken clouds
498,Najran,SA,17.4924,44.1277,74.05,23,0,3.47,clear sky
499,Bousso,TD,10.4795,16.7117,72.84,83,100,5.68,overcast clouds
500,Eyl,SO,7.9803,49.8164,80.87,59,67,18.41,broken clouds
501,Huty,UA,50.1332,35.3439,42.55,97,13,9.78,few clouds
502,Tchibanga,GA,-2.85,11.0333,71.24,93,100,2.01,light rain
503,Denpasar,ID,-8.65,115.2167,82.06,78,20,17.27,few clouds
504,Khasan,RU,42.4308,130.6434,67.69,79,100,12.59,moderate rain
505,Tra Vinh,VN,9.9347,106.3453,84.85,76,59,8.97,broken clouds
506,Ballitoville,ZA,-29.539,31.2144,63.25,88,0,1.14,clear sky
507,Valparaiso,CL,-33.0393,-71.6273,53.24,87,0,3.44,clear sky
508,Manturovo,RU,58.3353,44.7619,45.55,93,100,9.06,overcast clouds
509,Oshkosh,US,44.0247,-88.5426,70.83,69,1,3.0,clear sky
510,Tigil,RU,57.8,158.6667,48.49,71,100,2.75,overcast clouds
511,Raudeberg,NO,61.9875,5.1352,63.27,76,99,11.61,overcast clouds
512,Khatanga,RU,71.9667,102.5,32.63,81,96,11.18,overcast clouds
513,Reconquista,AR,-29.15,-59.65,65.32,59,0,8.48,clear sky
514,Quatre Cocos,MU,-20.2078,57.7625,71.1,76,70,20.36,broken clouds
515,Nara,JP,34.6851,135.8049,79.97,55,30,6.17,scattered clouds
516,Barsovo,RU,61.1667,73.1667,32.13,77,0,8.05,clear sky
517,Kupang,ID,-10.1667,123.5833,90.18,43,20,8.05,few clouds
518,Fortuna,US,40.5982,-124.1573,63.36,59,90,0.0,overcast clouds
519,Priiskovyy,RU,51.9333,116.6333,46.83,48,19,18.59,few clouds
520,Bambanglipuro,ID,-7.95,110.2833,84.16,63,80,15.3,broken clouds
521,Ostrovnoy,RU,68.0531,39.5131,44.02,87,100,17.58,overcast clouds
522,Duldurga,RU,50.6761,113.5931,49.78,38,1,11.07,clear sky
523,Bonavista,CA,48.6499,-53.1147,55.11,93,97,10.33,overcast clouds
524,Dvinskoy,RU,62.1535,45.1175,44.76,92,100,5.82,overcast clouds
525,Smithers,CA,54.7804,-127.1743,53.92,87,75,3.44,light rain
526,Taganak,PH,6.0833,118.3,86.14,73,42,5.77,scattered clouds
527,Porto Velho,BR,-8.7619,-63.9039,82.45,74,0,3.44,light rain
528,Naryan-Mar,RU,67.6713,53.087,39.63,82,100,12.06,overcast clouds
529,Ola,RU,59.5833,151.2833,46.94,48,1,3.69,clear sky
530,Sola,VU,-13.8833,167.55,79.07,78,41,15.97,scattered clouds
531,Souillac,MU,-20.5167,57.5167,71.37,94,75,18.41,broken clouds
532,Alamosa,US,37.4695,-105.87,64.38,34,90,5.75,overcast clouds
533,Te Anau,NZ,-45.4167,167.7167,50.45,39,0,1.79,clear sky
534,Broken Hill,AU,-31.95,141.4333,69.51,13,2,6.91,clear sky
535,Embonas,GR,36.2269,27.8564,68.83,75,100,8.37,overcast clouds
536,Roma,US,43.2128,-75.4557,58.86,84,90,0.0,overcast clouds
537,Pangnirtung,CA,66.1451,-65.7125,31.66,78,19,0.74,few clouds
538,Mosquera,CO,4.7059,-74.2302,50.09,81,63,3.44,broken clouds
539,Cap Malheureux,MU,-19.9842,57.6142,71.47,74,55,10.0,broken clouds
540,Honningsvag,NO,70.9821,25.9704,49.53,93,100,25.88,overcast clouds
541,Tadine,NC,-21.55,167.8833,72.01,58,99,7.25,overcast clouds
542,Nador,MA,35.174,-2.9287,62.85,88,0,0.0,clear sky
543,Fort-Shevchenko,KZ,44.5086,50.263,63.86,74,99,23.82,overcast clouds
544,Panchagarh,BD,26.3313,88.562,86.83,65,8,6.24,clear sky
545,Ahipara,NZ,-35.1667,173.1667,54.46,70,100,10.89,light rain
546,Kungurtug,RU,50.5994,97.5228,33.51,73,92,7.72,light snow
547,Bakuriani,GE,41.7497,43.5325,38.34,75,0,4.83,clear sky
548,Grand Gaube,MU,-20.0064,57.6608,71.38,74,55,10.0,broken clouds
549,Vihti,FI,60.417,24.3197,44.35,94,23,4.0,few clouds
550,Natal,BR,-5.795,-35.2094,75.85,100,40,8.05,scattered clouds
551,Moose Factory,CA,51.2585,-80.6094,46.4,93,90,4.61,overcast clouds
552,Mechanicsville,US,37.6088,-77.3733,60.24,90,1,0.0,clear sky
553,Nakusp,CA,50.2499,-117.8023,58.48,88,100,1.14,light rain
554,Mokhotlong,LS,-29.2894,29.0675,55.67,55,10,4.43,clear sky
555,Siachoque,CO,5.5124,-73.2444,46.63,96,52,1.83,broken clouds
556,Teahupoo,PF,-17.8333,-149.2667,76.96,79,17,13.13,few clouds
557,Jinka,ET,5.65,36.65,63.73,80,94,2.86,light rain
558,Orlik,RU,52.5178,99.825,33.53,76,100,2.98,light snow
559,Tabou,CI,4.423,-7.3528,74.95,87,100,1.12,light rain
560,Ambon,ID,-3.6954,128.1814,84.34,84,40,6.91,scattered clouds
561,Karsun,RU,54.1994,46.9827,47.57,89,100,12.12,overcast clouds
562,Martapura,ID,-3.4167,114.85,87.89,62,40,4.61,scattered clouds
563,The Valley,AI,18.217,-63.0578,83.82,77,2,12.39,clear sky
564,Barranca,PE,-10.75,-77.7667,61.41,86,54,6.53,broken clouds
565,Lupiro,TZ,-8.3833,36.6667,66.83,78,50,3.15,scattered clouds
566,Corinto,GR,37.9407,22.9573,71.69,50,0,5.06,clear sky
567,Susono,JP,35.2184,138.8817,76.59,58,22,9.75,few clouds
568,Mana,GF,5.6592,-53.7767,80.33,83,3,10.31,clear sky
569,Rosario Do Sul,BR,-30.2583,-54.9142,58.98,84,0,6.76,clear sky
570,Yaring,TH,6.8662,101.3689,82.44,72,99,2.64,overcast clouds
571,Yilan,TW,24.757,121.753,89.46,63,30,6.49,scattered clouds
572,Teluk Nibung,ID,3.001,99.8164,75.49,95,100,3.47,overcast clouds
573,Vossevangen,NO,60.623,6.4229,55.44,78,100,6.71,overcast clouds
574,Soyo,AO,-6.1349,12.3689,74.77,87,100,6.4,overcast clouds
575,Yermolayevo,RU,52.7167,55.8,44.76,56,93,16.58,overcast clouds
576,Salinopolis,BR,-0.6136,-47.3561,79.63,76,32,11.97,scattered clouds
577,Kunda,IN,25.7167,81.5167,85.57,73,48,11.39,scattered clouds
578,Wanning,CN,18.8003,110.3967,85.66,70,14,5.84,moderate rain
579,Faridpur,BD,23.6,89.8333,84.2,74,100,0.81,overcast clouds
580,Khorramshahr,IR,30.4397,48.1664,69.76,32,0,6.91,clear sky
581,Benguela,AO,-12.5763,13.4055,68.31,83,0,4.07,clear sky
582,Evensk,RU,61.95,159.2333,45.07,44,12,3.42,few clouds
583,Anshun,CN,26.25,105.9333,72.5,74,52,11.14,broken clouds
584,Shimoda,JP,34.6667,138.95,73.76,61,9,20.07,clear sky
585,Uvalde,US,29.3669,-99.767,76.15,22,1,5.75,clear sky
586,Ylivieska,FI,64.0833,24.55,44.31,87,42,5.5,scattered clouds
587,Saint-Prosper,CA,46.2117,-70.4811,53.69,86,65,5.35,broken clouds
588,Tezu,IN,27.9167,96.1667,89.06,51,77,1.97,broken clouds
589,Samarinda,ID,-0.5,117.15,85.15,70,100,3.6,overcast clouds
590,Tutoia,BR,-2.7619,-42.2744,79.39,83,22,13.53,few clouds
591,Ongandjera,NA,-17.8833,15.0667,65.28,27,2,6.04,clear sky
592,Christchurch,NZ,-43.5333,172.6333,52.0,59,75,4.0,broken clouds
593,Wad Rawah,SD,15.1603,33.1397,82.78,55,0,5.77,clear sky
594,Sept-Iles,CA,50.2001,-66.3821,55.92,98,90,8.99,mist
595,Huanuco,PE,-9.9329,-76.2415,62.4,91,23,1.72,few clouds
596,Riyadh,SA,24.6877,46.7219,77.14,31,98,8.52,overcast clouds
597,Marawi,PH,7.9986,124.2928,75.65,58,94,3.53,overcast clouds
598,Camabatela,AO,-8.1881,15.375,61.25,97,99,4.14,overcast clouds
599,Nkhata Bay,MW,-11.6066,34.2907,72.21,55,11,2.44,few clouds
600,Jackson,US,42.4165,-122.8345,75.07,19,1,11.5,clear sky
601,Portland,US,45.5234,-122.6762,72.18,66,78,5.01,broken clouds
602,Roald,NO,62.5833,6.1333,59.11,82,90,0.0,overcast clouds
603,Khandbari,NP,27.3747,87.2039,79.29,66,53,1.88,broken clouds
604,Smirnykh,RU,49.75,142.8333,64.92,51,100,4.03,overcast clouds
605,Monte Patria,CL,-30.6919,-70.9467,65.7,45,0,1.12,clear sky
606,Long Beach,US,33.767,-118.1892,70.43,83,90,5.99,overcast clouds
607,Todos Santos,MX,23.45,-110.2167,86.11,80,4,2.95,clear sky
608,Log,RU,49.4844,43.8613,48.88,83,95,17.67,overcast clouds
609,Atmakur,IN,15.8833,78.5833,76.5,90,100,9.42,moderate rain
610,Mogadishu,SO,2.0371,45.3438,77.94,80,50,18.79,scattered clouds
611,Bhadrachalam,IN,17.6667,80.8833,74.44,98,100,15.97,moderate rain
612,Rio Grande,BR,-32.035,-52.0986,60.94,94,2,7.36,clear sky
613,Manta,EC,-0.95,-80.7333,73.18,83,75,12.66,broken clouds
614,Hearst,CA,49.6835,-83.6665,46.65,96,35,4.16,scattered clouds
615,Havre-Saint-Pierre,CA,50.2334,-63.5986,57.56,94,90,21.85,mist
616,Tommot,RU,58.9564,126.2925,41.76,92,100,9.26,light rain
617,Nizwa,OM,22.9333,57.5333,83.23,51,67,0.58,broken clouds
618,Bucerias,MX,20.75,-105.3333,78.98,98,85,2.84,overcast clouds
619,Abonnema,NG,4.7084,6.7931,74.26,93,99,2.95,overcast clouds
620,Jutai,BR,-5.1833,-68.9,74.95,84,29,1.74,scattered clouds
621,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.51,85,26,14.79,scattered clouds
622,Lazaro Cardenas,MX,17.9583,-102.2,80.58,82,98,2.93,overcast clouds
623,Kurchum,KZ,48.5722,83.6542,45.28,32,45,7.23,scattered clouds
624,Aksu,CN,41.1231,80.2644,70.5,20,0,1.1,clear sky
625,Tsiroanomandidy,MG,-18.7667,46.0333,61.23,64,0,3.18,clear sky
626,Bhojudih,IN,23.6333,86.45,84.2,72,5,7.94,clear sky
627,Ossora,RU,59.2353,163.0719,49.48,66,65,9.69,broken clouds
628,Eisiskes,LT,54.1667,25.0,39.54,90,2,5.46,clear sky
629,Gangawati,IN,15.4333,76.5333,74.5,86,100,10.74,overcast clouds
630,Tura,IN,25.5198,90.2201,84.67,72,10,1.39,clear sky
631,Uige,AO,-7.6087,15.0613,68.11,90,99,2.93,overcast clouds
632,Garissa,KE,-0.4536,39.6401,72.45,82,46,12.97,scattered clouds
633,Issoudun,FR,47.0,1.8333,59.65,94,0,4.61,clear sky
634,Idil,TR,37.3411,41.8895,63.88,23,17,5.66,few clouds
635,Dolores,AR,-36.3132,-57.6792,51.1,73,99,11.14,overcast clouds
636,Esso,RU,55.9333,158.7,45.68,66,100,4.38,overcast clouds
637,Callaway,US,30.153,-85.5699,75.9,86,75,0.0,broken clouds
638,Yangambi,CD,0.8102,24.4336,66.38,96,60,2.28,broken clouds
639,Magadan,RU,59.5667,150.8,45.41,52,0,6.13,clear sky
640,Inverell,AU,-29.7833,151.1167,69.12,47,61,5.99,broken clouds
641,Vagur,FO,61.4732,-6.8119,49.87,87,95,12.93,overcast clouds
642,Tucurui,BR,-3.7661,-49.6725,78.03,74,24,6.15,few clouds
643,Velasco Ibarra,EC,-1.05,-79.6167,76.57,72,100,3.8,overcast clouds
644,Santiago,CL,-33.4569,-70.6483,61.29,60,0,8.05,clear sky
645,Wasilla,US,61.5814,-149.4394,46.89,58,1,0.0,clear sky
646,Rock Sound,BS,24.9,-76.2,82.22,74,85,12.12,overcast clouds
647,Riachao Do Dantas,BR,-11.0689,-37.725,68.38,98,37,3.94,scattered clouds
648,Frontera,MX,26.9333,-101.45,79.95,60,100,4.65,overcast clouds
649,Vanimo,PG,-2.6741,141.3028,85.57,64,100,5.93,moderate rain
650,Puerto Barrios,GT,15.7167,-88.6,80.15,95,96,1.83,overcast clouds
651,Labuan,MY,5.2767,115.2417,86.36,74,40,1.99,scattered clouds
652,Aloleng,PH,16.1307,119.7824,85.44,71,90,5.97,overcast clouds
653,Mokhsogollokh,RU,61.4681,128.9203,44.8,57,100,12.39,overcast clouds
654,Formosa Do Rio Preto,BR,-11.0483,-45.1931,78.06,37,21,2.91,few clouds
655,Ati,TD,13.2154,18.3353,81.34,59,100,7.94,overcast clouds
656,Tocopilla,CL,-22.092,-70.1979,62.04,72,14,1.72,few clouds
657,Bintulu,MY,3.1667,113.0333,88.21,74,40,3.44,scattered clouds
658,Boromo,BF,11.75,-2.9333,77.13,71,48,6.42,scattered clouds
659,Umm Kaddadah,SD,13.6017,26.6876,80.31,59,11,5.19,few clouds
660,Kota Belud,MY,6.351,116.4305,85.86,72,92,4.38,overcast clouds
661,Haicheng,CN,40.8516,122.7475,63.97,92,100,2.66,overcast clouds
662,Darnah,LY,32.767,22.6367,74.39,67,0,16.06,clear sky
663,Mandalgovi,MN,45.7625,106.2708,57.07,22,0,18.5,clear sky
664,Golden,US,39.7555,-105.2211,78.49,23,40,3.0,scattered clouds
665,Patacamaya,BO,-17.2333,-67.9167,45.52,80,11,8.77,few clouds
666,Ust-Shonosha,RU,61.1531,41.343,45.82,97,100,6.51,overcast clouds
667,Nagato,JP,34.3833,131.2,78.75,72,31,5.57,scattered clouds
668,Kirakira,SB,-10.4544,161.9205,83.05,77,98,10.25,overcast clouds
669,Lubao,PH,14.9167,120.55,89.67,66,28,3.85,scattered clouds
670,Erdenet,MN,49.0333,104.0833,45.9,40,36,4.85,scattered clouds
671,Dalbandin,PK,28.8947,64.4101,85.66,8,8,2.48,clear sky
672,Cayenne,GF,4.9333,-52.3333,83.08,79,40,5.01,scattered clouds
673,Bukoba,TZ,-1.3317,31.8122,66.18,77,20,11.5,few clouds
674,Kimberley,ZA,-28.7323,24.7623,58.69,36,0,6.91,clear sky
675,Pitimbu,BR,-7.4706,-34.8086,75.79,84,23,17.96,few clouds
676,Joetsu,JP,37.1483,138.2364,81.72,59,32,7.36,scattered clouds
677,Teykovo,RU,56.858,40.5369,46.2,95,100,8.75,light rain
678,Tongling,CN,30.95,117.7833,78.87,83,100,7.67,overcast clouds
679,Abalak,RU,58.1286,68.5944,38.19,65,71,9.55,broken clouds
680,Sangar,RU,63.9242,127.4739,43.59,71,73,2.37,broken clouds
681,Montepuez,MZ,-13.1256,38.9997,64.69,87,6,2.37,clear sky
682,Bati,ET,11.1833,40.0167,65.7,55,24,6.15,few clouds
683,Villa Carlos Paz,AR,-31.4241,-64.4978,59.4,49,0,4.41,clear sky
684,Pisco,PE,-13.7,-76.2167,60.85,82,40,2.3,scattered clouds
685,Missoula,US,47.0166,-113.8009,63.0,45,0,3.31,clear sky
686,Darhan,MN,49.4867,105.9228,46.17,51,93,2.57,overcast clouds
687,Svetlaya,RU,46.5389,138.3297,63.68,68,14,10.42,few clouds
688,Knin,HR,44.0439,16.2,69.89,76,12,3.76,few clouds
689,Tandil,AR,-37.3217,-59.1332,49.3,71,100,8.01,overcast clouds
690,Toowoomba,AU,-27.55,151.9667,63.34,75,89,5.99,overcast clouds
691,Vostok,RU,46.4856,135.8833,66.2,54,96,5.53,overcast clouds
692,Nacimiento,CL,-37.5,-72.6667,41.68,78,71,6.8,broken clouds
693,Naze,JP,28.3667,129.4833,85.12,75,32,16.89,scattered clouds
694,Nanganga,TZ,-10.3833,39.15,65.93,97,40,1.95,scattered clouds
695,Prince Rupert,CA,54.3161,-130.3201,55.09,83,90,11.5,light rain
696,Nadym,RU,65.5333,72.5167,35.26,72,1,3.8,clear sky
697,Sterling,US,39.0062,-77.4286,64.11,79,1,3.0,clear sky
698,Otane,NZ,-39.8833,176.6333,52.02,91,96,7.09,overcast clouds
699,Pedasi,PA,7.5333,-80.0333,79.07,84,99,4.9,overcast clouds
700,Fethiye,TR,36.6217,29.1164,58.87,42,89,4.43,overcast clouds
701,Yashkul,RU,46.1711,45.3435,53.53,68,22,13.53,few clouds
702,Amalner,IN,21.05,75.0667,79.45,84,99,10.36,overcast clouds
703,Narsaq,GL,60.9167,-46.05,30.42,48,0,6.87,clear sky
704,Talcahuano,CL,-36.7167,-73.1167,47.88,76,0,12.66,clear sky
705,Casper,US,42.8666,-106.3131,67.5,25,1,4.61,clear sky
706,Mehamn,NO,71.0357,27.8492,49.95,93,75,12.66,broken clouds
707,Vestmanna,FO,62.1564,-7.1664,47.32,100,75,9.22,broken clouds
